iteration,loss,return
1,0.9185030857721964,1.2127252366807726
2,0.5509931445121765,0.7037126753065321
3,0.6783892313639323,0.5040763007269965
4,0.4828919470310211,0.6632651858859592
5,0.6829213698705038,1.0106424967447916
6,0.5603671669960022,0.5442523108588324
7,0.4257839520772298,0.9046195983886719
8,0.6706858277320862,0.7075424194335938
9,0.4876206616560618,0.674701902601454
10,0.6687389413515726,0.6079867468939887
11,0.49696322282155353,0.7437400817871094
12,0.6839857300122579,0.8848248799641927
13,0.9349163770675659,0.6937710232204861
14,0.5621770620346069,0.3912859598795573
15,0.5516238411267599,0.4528424580891927
16,0.6248676379521688,0.8777859157986111
17,0.6144003868103027,0.34926685757107206
18,0.6557485461235046,0.2749290890163846
19,0.5388018488883972,0.9236258612738715
20,0.4371083478132884,0.7449106852213542
21,0.703095277150472,0.41847318013509116
22,0.5397688349088033,0.6236280653211805
23,0.4490408698717753,0.7464057074652778
24,0.5466103752454122,0.8418648613823785
25,0.543151060740153,0.8843680487738715
26,0.6425124208132426,1.3223137749565972
27,0.5964409907658895,1.3100711398654514
28,0.6828376452128092,1.762928263346354
29,0.6458768049875895,1.604860093858507
30,0.6756305495897929,1.8730244954427084
31,0.7295055190722147,2.0103108723958334
32,0.6934219400087992,2.08392096625434
33,0.6267134149869283,2.2408955891927085
34,0.649669349193573,2.2315885755750866
35,0.7311157981554667,2.5884923299153644
36,0.5578320225079855,2.2354661729600696
37,0.4516376455624898,2.1649790445963544
38,0.5156415700912476,2.4363155788845487
39,0.5345794955889384,2.1354566786024307
40,0.4782959620157878,2.3423979017469616
41,0.4810654620329539,2.2878851996527776
42,0.47446433703104657,2.382515123155382
43,0.44758020838101703,2.038627454969618
44,0.4098058044910431,2.5140123155381944
45,0.4314155876636505,2.286016845703125
46,0.4441615442434947,2.1448240492078994
47,0.4881063401699066,2.1959469265407985
48,0.3701306978861491,2.264256117078993
49,0.46270157893498737,2.293634033203125
50,0.4668016731739044,2.0972659640842015
51,0.5143023530642191,2.1279100206163193
52,0.49478934208552044,2.0746697319878473
53,0.4673510491847992,2.1541107177734373
54,0.4758427143096924,2.1576124403211807
55,0.5926504731178284,2.024989488389757
56,0.4486189583937327,1.862612067328559
57,0.4727972249190013,1.9988471137152777
58,0.4738032321135203,1.9701736450195313
59,0.46449771523475647,1.7735432942708333
60,0.43197896083196,1.8945482042100694
61,0.4393872419993083,2.054478285047743
62,0.42262354493141174,1.8621036105685764
63,0.363392452398936,2.0596923828125
64,0.34803663690884906,1.8412690904405382
65,0.36740537484486896,1.9219633314344617
66,0.3099156717459361,2.0826741536458333
67,0.35151095191637677,1.9552227444118924
68,0.32538890838623047,1.991945054796007
69,0.3217722574869792,1.673799302842882
70,0.36754176020622253,1.7629104614257813
71,0.3670407732327779,1.8601840549045139
72,0.3796716133753459,1.6064012315538194
73,0.39869282643000287,1.6238911946614583
74,0.34699302911758423,1.799350823296441
75,0.328439195950826,2.0237684461805556
76,0.36505143841107685,1.8506362915039063
77,0.3511419693628947,2.100533379448785
78,0.36996527512868244,1.7757195366753473
79,0.3337269425392151,2.0651652018229165
80,0.27641839782396954,1.9188980102539062
81,0.3479994336764018,2.060984124077691
82,0.30504419406255084,1.8484161376953125
83,0.3505136768023173,1.7412124633789063
84,0.3253547449906667,1.9248636881510417
85,0.32088080048561096,1.621671888563368
86,0.381504625082016,1.6451017591688368
87,0.28760669628779095,1.9030498928493924
88,0.34370864431063336,1.690223863389757
89,0.3405437270800273,1.9879720052083334
90,0.34263933698336285,1.7140777587890625
91,0.2844216426213582,1.8731296115451388
92,0.2646267811457316,1.580620829264323
93,0.2761444350083669,1.841072760687934
94,0.3074115415414174,1.6238496568467882
95,0.3127688368161519,1.8774295383029513
96,0.24010851979255676,1.8317467583550346
97,0.33304424087206524,2.0542778862847224
98,0.2724621693293254,1.8931582980685764
99,0.29280737042427063,2.1378406100802954
100,0.2822227478027344,1.8750569661458334
101,0.33574649691581726,1.9242518107096354
102,0.3269292116165161,1.7520667182074652
103,0.31407661239306134,1.5014173719618056
104,0.31072941422462463,1.749270290798611
105,0.3075433075428009,1.6712066650390625
106,0.24429777761300406,1.559715101453993
107,0.33413856228192645,1.6105205959743925
108,0.31841906905174255,1.7899997287326388
109,0.2882295747598012,1.561349826388889
110,0.2565380533536275,1.588759528266059
111,0.30726659297943115,1.7323323567708333
112,0.2733998696009318,1.6291356404622397
113,0.3128633300463359,1.6811014811197917
114,0.2602359851201375,1.7510157267252604
115,0.3037442167599996,2.046683756510417
116,0.2753559450308482,1.699053955078125
117,0.3044952154159546,1.5579728868272569
118,0.31715936462084454,1.9451022677951388
119,0.2590102156003316,1.836922370062934
120,0.22137296199798584,1.7129503038194445
121,0.32505448659261066,1.6489661322699654
122,0.2614070375760396,1.7581932915581597
123,0.36774542927742004,1.6051242404513888
124,0.2803049484888713,1.8047149658203125
125,0.31002719203631085,1.7635489569769964
126,0.2616394857565562,1.8567450629340279
127,0.30340773860613507,1.732668219672309
128,0.27180864413579303,1.5449774848090279
129,0.3250347872575124,1.8356947157118055
130,0.251277228196462,1.5951790703667534
131,0.2947940528392792,1.6185682508680554
132,0.30614044268925983,1.6323367648654514
133,0.29497458537419635,1.5383995903862848
134,0.29247593879699707,1.577704366048177
135,0.2635062336921692,1.5900941636827257
136,0.27824204166730243,1.4094699435763889
137,0.33323951562245685,1.558467271592882
