iteration,loss,return
1,0.8831333915392557,1.2062383015950522
2,0.5235927700996399,0.40712398952907985
3,0.6952892343203226,0.7840545654296875
4,0.4352441926797231,0.2582843780517578
5,0.5141633152961731,0.07639035648769803
6,0.5408420165379842,0.4937961154513889
7,0.591508666674296,0.19931640625
8,0.7575218677520752,0.49544813368055557
9,0.7075784802436829,0.4377565171983507
10,0.5732704798380533,0.7959501478407118
11,0.5908728440602621,0.8839141845703125
12,0.5509520769119263,0.560101572672526
13,0.5082197785377502,0.432411872016059
14,0.5576118032137553,0.675512229071723
15,0.5195479194323221,0.34844190809461806
16,0.4647059440612793,0.7161855061848958
17,0.5521242618560791,0.9013115776909723
18,0.5207709074020386,0.923148685031467
19,0.4443018436431885,1.1132843017578125
20,0.48083903392155963,0.8651564704047309
21,0.5915298461914062,0.954441409640842
22,0.6457636952400208,1.3481092664930556
23,0.44208743174870807,1.4006245930989583
24,0.4204990267753601,1.5242095947265626
25,0.38830727338790894,1.7312489827473958
26,0.5450596213340759,1.7908693101671007
27,0.6194744308789571,1.789255099826389
28,0.6028057535489401,2.3614366319444446
