iteration,loss,return
1,0.9828331338034736,0.6855477942041603
2,1.2488012578752306,-0.38639614886734597
3,1.159062345822652,-0.717644763788391
4,0.9461195667584738,-0.508276973210328
5,1.2694940500789218,-1.0527941721206262
6,1.1626775927013822,-0.7703737805237123
7,1.0769284566243489,-1.287114026494915
8,1.38921500576867,-1.212388632074739
9,0.90162679221895,-0.9381790996190921
10,0.9258785976303948,-1.4169988257647281
11,0.8444804085625542,-1.8034997888513513
12,1.3719856937726338,-1.6833503302626722
13,0.7655974560313754,-1.5623842500793148
14,0.9253832962777879,-1.043015968142532
15,0.8867601354916891,-0.5249421785066316
16,0.8053317732281156,-0.8497841742730909
17,0.6487424307399325,-0.21571296851632601
18,1.0028838713963826,-0.436497428548995
19,0.7450781663258871,-0.5144520450538954
20,0.7334079742431641,-0.532304111628159
21,0.8559386796421475,-0.222109304788014
22,0.9618853595521715,0.02781986866182494
23,0.7102374103334215,0.2848021856629022
24,0.6598027282290988,-0.13382965208513464
25,0.9660721222559611,0.3304275859143633
26,0.7229992614852058,0.41955518157114624
27,0.8105615708563063,0.1757685779683164
28,0.7067414257261488,0.8333878517150879
29,0.6078318804502487,0.5395134050821521
30,0.7379147079255846,1.0361099473659365
31,0.6512878603405423,0.6053168402777778
32,0.7686500681771172,0.8288487288035983
33,0.7479832404189639,0.9738136596679687
34,0.6840913229518466,0.676358092064951
