iteration,loss,return
1,1.0709455013275146,0.42370296054416234
2,1.0890625317891438,0.5444033304850261
3,0.8538223505020142,0.397308349609375
4,0.6436865329742432,0.5541384802924262
5,0.5852566361427307,0.023743497000800237
6,0.7753056287765503,0.3131933848063151
7,0.7719374696413676,0.23162627749972872
8,0.7740950385729471,-0.13649972279866537
9,0.8791658083597819,0.500371339586046
10,0.7819954554239908,0.22557799021402994
11,0.8033679922421774,0.3700699700249566
12,0.7754996021588644,0.38395122951931426
13,0.7988475958506266,0.5127160390218098
14,0.9405898253122965,0.22456546359592014
15,0.7505900859832764,0.7501958211263021
16,0.7552634874979655,0.9216230604383681
17,0.6756391326586405,1.1687942504882813
18,0.6238091389338175,0.8291261461046007
19,0.6521779497464498,0.5453960418701171
20,0.5983664592107137,1.1588085598415798
21,0.7841037511825562,1.273126220703125
22,0.7261799573898315,1.5401645236545138
23,0.6409311493237814,1.4840699937608508
24,0.5603466033935547,1.7851818508572048
25,0.7277295788129171,2.149796549479167
26,0.6552464167277018,1.7294867621527779
27,0.7235496441523234,2.087815348307292
28,0.6128740906715393,2.127873060438368
29,0.5651400685310364,2.3701568603515626
30,0.5690099994341532,2.4059688991970485
31,0.6575414935747782,2.7698406643337674
32,0.4627217650413513,2.653152804904514
33,0.6194860935211182,2.9391072591145835
34,0.4106346865495046,2.504073757595486
35,0.540069043636322,2.5089353773328993
36,0.3697078227996826,2.3804531521267362
37,0.27639544010162354,2.5047000461154516
38,0.44352232416470844,2.119966295030382
39,0.5036079486211141,2.1060950385199653
40,0.5781020919481913,1.4877453274197048
41,0.45463870962460834,1.6131201850043402
42,0.42735957105954486,1.3549776713053385
43,0.5777730544408163,0.8086605495876736
44,0.4474876920382182,1.2138124254014757
45,0.4293682873249054,0.9085310194227431
